Sorry about Olivia not feeling well.  No worries.  I am good with sending what we have. I will send the slide as it to Ann Maxey and we will be complete! ….Until we need to decide who will present it :).,Low-A
"Thank you for the brainstorming time and Jeff, for the notes.  I have attached a walk-around version of the notes with a few new ideas.  Please take a look and add, subtract or modify based on your current thinking.  Victoria, I hope you got your daughter in time and have a wonderful evening.  If we do this via email we may not need another call, but whatever works best for all is good for me.",Low-A
"Thank you for making the modifications to the offer letter that help clarify our working partnership.  Attached please find signed documents for your files: 1. Offer Letter 2. HI Non-Solicitation and Non-Compete Agreement 3. HI Non-Solicitation and Confidentiality Agreement  I still need a link or form for the HI application.  On page 3 of the offer letter, it states I need to complete and sign the Herrmann International Application Form"".  It was not included with the other documents your sent me, can you or someone on the team send this along so I can complete it? """,Low-A
Thank you for the feedback on the work with Kyle.  Always good to know about.  I would be happy to be on a call with Tencap Sports.  The initiative sound great!  I know we have think Monday and I would be happy to (may be best if we can) be on a call Mon 10/24 or 10/31.  I am also available 11/1 and after that we jump to 11/8 and forward.  My calendar is current so pick a time that is not already busy for any of those days.  Thanks for thinking of me.,Low-A
"Thank you for sending this forward.  I was not aware of this and would LOVE for someone to walk me through the tool.    Christina or Betsy – can one of you schedule time to review this the week of 6/13 – My calendar is current if you want to set up some time.  And as a reminder, any time from 6 am PST on is good.   I look forward to learning more.",Low-A
Nice to hear from you. Sorry for the slow reply - my whirlwind is still happening - I am hoping the weekend gives me a bit of a breather.  I have my first draft of the roadmap and will be ready to discuss with you early next week if/as you may have time Sarah.  Let me know a couple of possible times and we can make a meeting.  Sarah - Thank you for the connection and introduction to Brenda - I would love to help with the virtual delivery/design of ANY Herrmann product.  It's fairly straight forward and I enjoy it.  I have worked with Ashley on a price point so there may even be info on the back end in the Herrmann ethers.   Brenda - I would love to catch up.  I am wide open for a call Monday (all day) and Tuesday (up to 1:00 PST).  Is there a good time to catch up?  I am good to be on calls as early as 9:00 AM EST/6:00 AM PST.  I hope you both have a wonderful weekend.,Low-A
"Thanks Victoria for checking in and getting the conversation started.  I would like to schedule at least one call to be in a conversation about the company being virtual.  While it’s true many of us are virtual, I think to Jeff’s point, there may be some opportunities for us to share tips and tricks regarding being virtual and I think there is room for a conversation about creating an even better virtual experience for all.   I find myself wondering about the “assumptions” we hold about being virtual that may be missed conversations/opportunities for deeper discussion because it’s so familiar.  Thoughts?  Enjoy the long weekend and the entry into the New Year!",Low-A
Thank you for the Personas information.  It's interesting insight.  Wed 3/9 still works -- I am available Wed 3/9 from 1-3 EST/10-12 PST.  If that does not work I am currently open from 11:00 EST on both Thur 3/10 and Friday 3/11.   Just send an invite for what will work best for you.  Please send it to both emails as I don't yet have my computer to track meetings well.  I look forward to connecting soon.,Low-A
It was great meeting you as well.  I am looking forward to more learning about Marketing and working together.     Thank you for the HubSpot info.  I look forward to the tutorial next week.  In the meantime I will answer the questions from the L&OD vs. consultant perspective.,Low-A
"Thank you for the note.  Very provocative and will require some more thinking on my part.  I would love to connect and best days next week are Monday 4/18  or Wednesday 4/20.  I like the early morning calls (6am on) because it’s quiet and I can focus – but whatever works for you.  My outlook is current, so choose a time and let’s connect again.",Low-A
Thank you for the update.  So happy it’s not an emergency and they are doing what’s needed soon. I am keeping you in my prayers and sending lots of blessings.,Low-A
"Based on the info in Hubspot I would imagine it’s a lead from Friday’s session in NH with Kyle Steadman.  Both Jeff and I were handing out cards and he collected some names, so her name may be in his list.  I gave him the business cards that came to me.  It is Zecharia’s territory, I believe Jeff was there helping out and going to share the leads he collected wit Zechariah.  FYI I was recently given a bunch of “free” cards to give to people, so it may be good to put my name in the dropdown list/form.  I would be interested in seeing who takes it :).   I was wondering how we tracked the free card uses.  Once the people take the assessment does the sales lead get notified/a copy of the report to reach out and do a debrief?  Or a better question – what’s the process for the person to get their result and do they get a soft or hard copy?",Low-A
"Thank you for all you are doing to support this initiative.  Are the free HBDI cards the diversity cards?  I did get on line and learn more about what Kyle delivered last year (see attached).  Just an FYI, but some insight.  It’s a little frightening and I am concerned there is ONLY 1 hour.  I am glad we are meeting with him early next week.",Low-A
Thanks for the clarification.  Yeah – there are a lot of cooks!  I will try to stay a sous-chef.  Hope all is well in your world.,Low-A
"These look great!   Thank you again for all your time and support with this project.   Kyle, for my current review of the slides I like keeping the “optional” activities in.  We can discuss further Friday morning.  See you at 8 am Friday.",Low-A
"I am sad to learn you are leaving and I hope it’s for the good and you have some great plans for your future. I will miss working you.  Are you on Linked In?  As Karim mentioned, he would like me to do a “exit interview”.  Typically this is a good way to get perspective on what the catalyst for your exit is, and to gather information that I can share back to the leaders about things they can start, stop or modify.   Karim mentioned we could be on a call Wed. the 21st however I will be traveling to Boston that day.  I am available a lot on Mon 19th and Tue the 20th (my outlook is current if you want to send a meeting request.  I am open as early as 6 AM PST/9 AM EST).  If you would rather, I can set up the meeting, just send a couple times that may work for you and I will schedule the meeting.   I think setting the meeting for an hour would be good.  We may not need the entire time, but I would rather schedule more and use less.   What works best for you?",Low-A
"Thanks for the quick reply.  This is a conversation with just me, which will also be more comfortable for me. :)  I can chat tomorrow from 4:30 on, or I am flying back from IN on Friday and land around 2 PM PST/5 EST.  If you are not too busy late in your day, I can call when I land.  I can chat over the weekend also. I am running a neighborhood yard sale, but can be on a call either from 6 PM EST/3 PM PST forward on Sat. or  on Sunday either early – 6 AM or 7 PST/9 or 10 AM EST  or 3 PM PST forward.   What works best for you?  Let me know and I can schedule a zoom call.",Low-A
4:30 PM EST tomorrow works well.  What is the best # to call you on?   Let me know as you can and I will plan on calling you then.,Low-A
Happy to be on a call and think about positioning.  I will take a peek at the links between now and then to get a grasp of her thinking.    Do you want to set the meeting up or should I?    Let me know as you can.,Low-A
"My calendar is current and I would be happy to discuss as it might work best for you.  I think you should be able to see my calendar, but let me know if not and I will send you a view.",Low-A
I would be happy to make time.  I have a pretty open calendar for design next week if you want to pick a time.   I really am okay with calls as early as 6 AM PST if that helps.   If there is a link to review in advance please let me know.  If it’s best to walk through together that’s fine as well.  Whatever you think is best.,Low-A
"I am not 100% sure it’s the best referral, but I can connect with a VP of Sales at Altera who I worked closely with.  I wouldn’t really recommend talking with Kjell – but Dan Sheehy could speak from a customer perspective about the use of HBDI to represent cognitive diversity.",Low-A
I have nothing specific to add at the moment  - will let you know if that changes.,Low-A
What I got from Zenefits was the email for the background check.  Was that also benefits elections?  I will check again.  If I cannot find it I will reconnect with you.,Low-A
I have these two days booked “hold” on my calendar. :)  Let me know when the date is confirmed.,Low-A
"Sorry to hear there is so much challenge with your Mom and I do hope she is okay!  That's a lot of work and worry for you and I certainly understand, it takes precedent.  I would make the same choice.  I will use the hbdi address and try again.  I will connect with you if I can't figure it out or need anything.  Will it be best to email or call?  Hope your Mom is okay and heals quickly.",Low-A
Perfect … as you can.  I am here :),Low-A
I look forward to catching up.,Low-A
For keeping the conversation going and taking an action to document what we know.    If there is a way I can help at all please let me know.,Low-A
This is great insight and it’s convenient to have all the links in one email.  You Rock! :),Low-A
This provides good insight!,Low-A
I will work on it and send along more info by end of my day tomorrow.,Low-A
I enjoyed our call today and was sorry to have it end so quickly.  I loved learning about Hubspot.  Clearly I have a steep learning curve about a lot of the marketing “stuff”.  I look forward to learning more.  I will fill this journey page out and get it back to you by COB Wed.  Does that work okay?   Let me know if you need it sooner.,Low-A
Great idea!  It was a lot and very fast paced:).  Great way to learn and learn what more there is to learn!,Low-A
I appreciate your coordinating and managing this process.,Low-A
Thanks for the heads up Dominic.  Hope you are feeling better soon.,Low-A
"Thanks for the update JT.    Please send all the call in information along as you have it.   When you speak with your contact, since our hour is being blended into a bigger session, could you check on two things:   1. Would she share the full agenda – & the participant list?  Having the context they are working in & names, helps me prepare better and weave in their reality.  2. Ask if there will be someone introducing me and if there are any slides from their session that should be blended into my deck?  3. Should I send someone my deck as a back-up?  Donna/Kim:  For whoever is sending the team Dashboard please send it in powerpoint.  Has this group taken the team report?  BTW – I am assuming they have all had an individual debrief.  Is that accurate?   Please confirm.",Low-A
"Good summary.  Is this a “process” that everyone uses and knows?  Does our operations/marketing group know/follow this process?   I am assuming that given this process, I would be a “CRM” (In hubspot).  I will pass out leads at trainings/presentations and as I travel.  I like the idea about being discerning about when I debrief (big potential clients is good).  Are there other steps/thoughts?   Is an example of the type of thing we don’t have a set, understood by all process for?  I would propose we do what is needed to make a standard process that is known by all.  Does that make sense?   Think day thoughts :),",Low-A
Welcome Jeff –   I look forward to working with you and meeting you soon at the Company gathering.,Low-A
You guys are rock stars!  GREAT idea.  It will be fun to see how it works.,Low-A
Welcome Dali –   I hope you  enjoy your time with us.  Joe will be great to partner with and learn from.,Low-A
I also want to follow up I went and asked Val who did this need to go to for me to set up her order in Netsuite and she informed me that since Quinton has reached out to her for me to put him as the owner. So I went and changed the record from Donna to Quinton in hubspot.,Low-A
It showed up in service.,Low-A
"Yes, you are ready to send out the invite for individuals to begin taking their assessment.  If you have any more questions Kim Zappel will be your Account Manager and she will be happy to help assist you.  I have copied her on this email so you will have her contact information.  Best Regards I have enjoyed working with you!",Low-A
I will handle it for you!,Low-A
Please see attachment for list of Self-Processing Clients!,Low-A
Mine have been updated!!,Low-A
I think that is a good idea kim!,Low-A
Looks Great Thank You!!!,Low-A
Sorry I dove right in but I'm home as well!,Low-A
I have a call scheduled at 10 am on that day.,Low-A
I received it!,Low-A
That is correct,Low-A
So my hire date is wrong in the Zenefits portal this is what it has listed:  And my hire date was 10/12/2015.,Low-A
Ok awesome. Thank you,Low-A
I was wondering if I was going to be paid for the holiday’s since I have only been here a little over a month?,Low-A
Thank you so much Shanna.,Low-A
Ok Great thanks !!!,Low-A
I also had a question about Dependent Care spending account how do we sign up for that ?,Low-A
I never received the email from Zenefits to log in.,Low-A
Can you please confirm her price level to attend the certification?,Low-A
"Now that we have the dates confirm for the Palo Alto certification, can each of you please take a look at your applications received and let me know which individuals you have that are planning to attend in March.",Low-A
"Unfortunately, we have hit the max capacity that the room could hold also the material order for certification has already been processed.  I can add her to the February certification that runs from the 7-9th.",Low-A
"Hi, Toni. It looks like Lockheed Martin is still listed as the bill-to address on these HBDIs. I need to make sure that these invoices were not sent to LM, can you please confirm?   Thank you!   I reached out to Jessica and provided the correct Bill to address for her to resend the invoice with correct information.",Low-A
"I wanted to inform you of some challenges I am experiencing with one our clients -Wilhelmina Parker-Bentum at the City of Berkeley.  I trained Wilhelmina in the HTMS database on February 9, 2016. Since then she has repeatedly contacted me on how to navigate the system.   Even though I have repeatedly provided step-by-step instructions on how to perform basic tasks such as searching for individuals in the database, creating groups and generating reports she still contacts both Quinton and me for help on a frequent basis.  I have told her about the capabilities that Axon has verses HTMS in hopes to persuade her to want to get migrated over more quickly. However, she has still not taken the steps in the process to move forward with the Axon migration process.   Any advice that you may have for how I am to move forward with the client will be greatly appreciated.",Low-A
"No worries, I was just confused as it appeared that someone else had responded to the client after my service coverage ended so I didn't understand why I was looped back in.  Joe or Dorothy typically help with issues like this; so I assumed that sending it to one or both of them would be more effective for the client.   Once we hear back from Dorothy I'm happy to respond to the client if that's what I need to do; but someone sent an email from service saying they had also helped this same client on Friday - so I don't see the consistency in AM's so far for this client. I think what's most important is that the issue gets resolved and they won't care who that comes from. Just my opinion though.  Happy to do whatever.",Low-A
Laurel sent her practicum order in for individual reports and a pair report. I failed to include the pair report on the order. She didn't notice it on the order estimate and we shipped just the individual reports. I have sent her the soft copy pair report and set up a new order for her to receive the hard copy with shipping/handling on us.,Low-A
"It is with great pleasure for me to virtually introduce you to my newest partner here at Herrmann, Andrea Longfellow.  Andrea will be here to support your organizational needs and utilization of the HBDI, and of course, I will still be here to support all of your ordering needs!   I have no doubt that you will enjoy working with Andrea as much as I am.  We both look forward to our continued partnership with you!",Low-A
"Good point! Yes, that sounds like a plan!",Low-A
Is nice to be right sometimes isn’t it? LOL!   Hope you have a great day!,Low-A
No worries; I'm good.  Let me know if you need anything.  :),Low-A
"LinkedIn? I'm sure you probably already did this by now.   Let me know if you need me to help with this.  I am sorry I forgot to tell you yesterday that I've been dealing with some non-life threatening health issues. Currently, I've got a cyst on my right ovary that is 4cmx4cm (OUCH) and they believe I have endometriosis so I may need surgery to relieve the pain that I'm experiencing. I'm working at home as much as I can. If you need anything call me. I'll know more next Wednesday when I meet with the doctor I've been trying to see for a couple of months.  If I log off early today I'll let you know.",Low-A
Voicemail for you from Anne Griswold..not sure why she called my extension lol,Low-A
"Yes, I’m happy to get that set up for you.  Here is the information I will need:  Name of Group: Date of Session: Date you need materials in hand: Bill To: Ship To: Team Name (if ordering a team report):",Low-A
What should the team name be?,Low-A
I’m going to work on the report this afternoon.,Low-A
Oh my…this may take me a little bit.,Low-A
Just wanted to let you know that I got your voicemail and I will make sure to hold on processing anything for KT until I hear back from you.  Hope you have a great day! Let me know if you need anything.,Low-A
I am well and I hope you are also.  Brenda Reuter is the Client Relationship Manager for Coca-Cola. I've copied her on this email to assist with your request.  What type of training are you wanting to schedule?,Low-A
No doubt! Hope your kids are enjoying it!,Low-A
I don't think our fulfillment company is going to be open today so it won't ship until Tuesday and will arrive next Friday. Will that work or do you need me to ship it 2 day or overnight?  Happy SNOW day! :),Low-A
"Here you go.  I'll be logging off in the next 15 minutes. My sister-in-law's water broke this morning so we are going to go see the baby before this storm comes in. :)  I'll log back on later this afternoon so if you need anything I'll take care of it then. You can call or text me if you need anything while I'm gone.",Low-A
"It was processed on Friday and shipping today. Should arrive on the 21st.  Sorry for the delay; all my fault for sure :(  All of our team members are back and the cert and workshops are done, so things should be back to normal now.",Low-A
She is starting to feel better. And now I’m pretty sure I’ve got a UTI…dang what is up with this week??  I am taking tomorrow off; she has a field trip tomorrow so I’m going to do that with her. Won’t be much longer and she won’t want me to do things like that.,Low-A
BAHAHA! Is it Friday yet?  I’ll get that one to you in just a bit!,Low-A
I believe Dorothy will have that answer.   Paul would have been the contact but he retired (not sure if you knew that) so she is the one to go to for IT questions now.  If you want me to reach out to her I'm happy to. Just let me know.,Low-A
I had to go have my blood drawn this morning and it took FOREVER. I'm just now getting in the office. I am going to check my orders and once I get to a good place I'll give you a call. It will be before noon. So sorry!,Low-A
"Just checking in to see if you were able to assist Silke with his second profile?   Brenda has a call with Lei tomorrow and this is on their agenda, so she wanted me to check in with you.",Low-A
"No update yet. I have reached out to Dorothy; she was in a meeting all morning and some of the afternoon. I just stopped by her office but she was on a phone call; so I’ll try her again before I leave, and let you know.   Sorry for the untimely response. :(",Low-A
I am SO sorry! I completely forgot to send this to you last week. I checked and nothing is new as of today.,Low-A
I sent an updated order estimate; but noticed that I put the materials to your attention after I sent the order estimate. I have updated the order to reflect the orders be sent to Shane’s attention instead of yours. My apologies for the confusion.  Please let me know if you see anything else that needs to be updated.,Low-A
Sorry I'm just now replying. I just got done working on the January cert.  I know Dorothy was working on it last week. I'll be in the office tomorrow so I'll stop by her office and see where she is at on this. I'm hoping she reached out to Silke since it's been a while.,Low-A
I gave you a ring and left a voicemail. You can call me either at my extension or 828-289-4229. I'll be at my desk until 5.,Low-A
"I'm online now, I'll have to run my daughter to my MIL's house as soon as she rises. I'm thinking around 9ish and they only live 2 minutes away so I shouldn't be offline long.   I'm flexible with that though, so you just let me know and I'll work around your schedule.  Hope you had a great weekend!",Low-A
"No, I put my call on hold last week when some discussion was going on about migrating their data into Axon. Dorothy scheduled a call at 3 today with Colleen to introduce her into Axon, would you be available to attend?  I know Val and I discussed looping you in once this was confirmed (it was confirmed yesterday) so I sincerely apologize for not looping you in yesterday!!  I’ll be on the call today if you aren’t able to make it and will be happy to fill you in on any info I get.",Low-A
I'm taking care of the order for Alcoa below. But wanted to send this your way for the contact info of the individual requesting the order.  Let me know if you need anything.,Low-A
"I was able to locate Lee Blackburn, but unable to locate a profile for Jeremy Lauzon. I can search for him by email if you would like; just let me know what email he would have used.",Low-A
I haven’t; he gave me everything I needed to get the order set up. I was going to send it to him and ask him to use it for future orders. I’ll cc you on it.,Low-A
Hooray!! :),Low-A
"That’s what I thought, but wanted to check with you.",Low-A
I looked up everyone except for those outside of the US :),Low-A
"Per your request, below are the completions for the groups mentioned in the subject line:  Account Set II:  1. ALTMAN, HEATHER 2. CONDRY, AMY 3. LEDINGHAM, CHRIS 4. PARENTE, NICK 5. WIBLE, NATALIE  Research & Marketing Intelligence:  1. ANDERSON, AMY 2. BOORTZ, GREG 3. BURNETTE, KEITH 4. COPIC, DEJAN 5. DEAL, DAVID 6. EHRLICH, JIM 7. GELBER, RACHEL  It appears there are missing individuals for the Account Set II group, and that all 27 have completed for the Research & Marketing Intelligence group.  Before I can move forward with processing the order for the completed group, I need to connect with you. I want to be sure I create the order correctly and that you receive everything that you need.  In regards to the Account Set II group; how should I proceed? Is there a scheduled debrief date for this group?  I believe that a phone call would be most efficient, so if you could give me a call at your earliest convenience that would be great.",Low-A
"I attached our correspondence where I let her know that this group would need to be complete by 11/5 to process and ship our standard method (3 day). Clearly, she is overwhelmed with management of these groups, and needs some assistance. My reason for sending her an update today is because I'm at the point that I need to know what to do since some have still not completed and her 'ideal need by date' is 11/12.  Hopefully, I'll hear from her soon.",Low-A
"Personally, I think for people like him (that provide all the info needed to create the order) it’s okay not to send it back to have them fill in info they’ve already provided. What I’ll do is send him the new order template and roster and ask that he use it going forward. I’ll send it to Gretchen as well; which will hopefully prevent the chaos we went through with her last orders. Sound good?",Low-A
"Thank you for the below information.  I'm still missing the below:  When do you need the Market Research materials in hand?  When is the session date for the Account Set II Group?  In regards to the completion updates, typically, when a client has access to their database we aren't asked to provide completion updates, but I'm always happy to assist in times of need. The link below is also a helpful resource to check on completions at your convenience:   https://htms.hbdi.com/roster/   You will just enter the access code for the group you want to see completions for and voilà! :)   So, it looks like I just need your need by date for both groups and we will be all set.",Low-A
"I hope this email finds you well. Per my email below from Thursday I need to connect with you prior to processing the Research & Marketing Development request. Everyone in the group has completed; but there are missing items that we need to confirm before I process the order.  Also, for the Account Set II group there are only 5 individuals that have completed in this group and I am unable to locate any correspondence to provide a need by date.   Please respond at your earliest convenience to allow us to provide you with the correct materials.",Low-A
So far no response and no email confirming she has read it. :(,Low-A
"Ha, ha! I don’t know either!",Low-A
You can use the info in my signature if that makes it easier for you :),Low-A
I actually sent Val an email about it earlier. This was a problem I experienced before I ever left. I'm hoping we can get to the bottom of it sooner rather than later. As you saw Kevin's response - it's a bit of a pain to have to re-apply.  I cc'd Val so she would be aware that this is the 2nd person for you as well.,Low-A
"Nope, I’ll take care of it.",Low-A
"I just left you a voicemail but wanted to follow up with an email.  The user name you are referring to is for the CP site, correct? Just want to be sure I reset the correct user name.  Yes, Transamerica is in Axon already; I was able to pull the attached list of assessments that have been taken at Transamerica. Let me know if you have any questions about the numbers or how to pull this report.   I believe Maria discussed SP with Melissa Roney (which I just realized I haven’t sent her an introductory email for you – I’ll do that now – and so sorry for the delay in doing so). Not sure they have had the resources in the past to do so but perhaps with Randy there he can make that happen.   Hope this helps!  Due to Thanksgiving do you want to change our 1:1 to tomorrow, that way we can connect on any items that may be outstanding before the holiday? If not, that is fine, just wanted to offer that.",Low-A
"Yes, I'm so sorry that I wasn't able to take care of this yesterday. You can let Kendra know you will have the instructions to her by this afternoon. I'm going to work on it now.  Do you want me to send her the instructions and cc you?",Low-A
Thursdays at 4 my time would be perfect! Looking forward to connecting with you! If you need to connect today let me know; I’ve got a doctor appointment this morning so I will be unavailable from 10:30 my time until the appointment is over. But this afternoon is pretty open if you would like to chat.,Low-A
"Unfortunately, I am still without an insurance card. I tried to login to the website, but was unsuccessful. I’ve been busy as I’m sure you have as well. I am anticipating a few doctor appointments in January, so if there is any way you can help me out it is greatly appreciated.",Low-A
Happy to help anyway I can.,Low-A
HAHAHAHAAHAHAHAHA!!!!!,Low-A
FYI.   I set the order up so there is no action needed on your end. Just wanted you to know that I had already reached out to JT & Donna before Quinton sent his email. Didn’t mean to not cc you on my email.,Low-A
"Since I’m such a great cook, I’ll bring plates. :)",Low-A
I see that you already did lol; never mind!   :),Low-A
"I went through everything and everything you told him he is missing – he really is missing. Do you want me to reach out to him with my answers below, or do you want to? (Oh – all the answers except the last one of course lol!)  The predicted preferences exercise that I completed was for Colleen Araco, not Ellen Trytek.  – need one for Ellen as well; can’t just do one.   The Evaluation for Ellen and debrief forms are one of the 2 Pairs Exercises that I completed – These summaries are also attached in the pdf links that are listed below – If you page through the pdf links,I believe that you will see them.  The Team Findings is also in the pdf link as well. – Need plans and evaluations for the individual debriefs as well; not just the pair exercises  Am I not understanding this correctly? – no you completely missed the target. LOL!  Want to send me another one?",Low-A
See below. She says she emailed me about this lady last week but I think she meant you…let me know if you need me to do anything.,Low-A
Thanks for the update. Kim will be back in the office tomorrow so you can send her the new need by date once you receive the information.,Low-A
"Hmm, you may want to ask Joe or Leslie to add you to the call group. I don't know of a way to add a line from the app.   But, adding you to the call group should do the trick.",Low-A
"Awesome call and great recap on slack!   PS sales team, I’ve updated the MLP with the Axon sandbox area for DPP client demos. Just make sure you let Andrew know when you schedule these demos, because if they are working on development in the sandbox it will disrupt your demo! (no Bueno!)",Low-A
Quite timely!   Quick question – do you have the ai files for this 2016 letterhead? I need to make a UK version.,Low-A
"Hi Karim, I sent you an email with the hotel extensions for my team plus Marla for Tuesday and Wednesday night. Did you not receive it??",Low-A
We’re all in our company meeting this week! We’ll send you emails.,Low-A
"Great feedback – let’s discuss in our call in 2 minutes!  In general, I want more color! Esp for 1-pages, these need to be eye-catching, which is why I think we should use a LOT more color. Color blocks or patterns. Not too busy, but draws the attention of the viewer.",Low-A
"We just wrapped up a GREAT session at SHRM (that’s the annual conference for HR professionals). Ann presented her session “Diversity of Thought: Where D&I Meet the Bottom Line” to an audience of ~175 people.   Some people gave us their business cards, so the sales team will receive leads from that.   If you get any requests for the materials (if anyone calls or emails), please direct them to the landing page below (“There are a lot of diversity of thought resources, so check it out!”), or go there yourself and put in their name and email address for them to be added to the list.   We’ll get most of our leads via our landing page, where people will sign up to request the session slides, request a demo, and access the following:   -          Diversity of Thought White Paper -          Inclusive Leadership Playbook -          Diversity of Thought webinar replay -          Inclusive Leadership webinar replay -          Diversity of Thought toolkit",Low-A
"I don’t believe he has this on his radar at all – I’m not sure if he’s ever done these Biz cards before.  Jen, I looked in the folder that you migrated from DB and I can’t find any of the current business cards in there. Do you know where they mihgt be? Would Christina know?  Once we get Steve set up with the design files and profiles, he can do them.",Low-A
"Hey super stars, Joe and I found an easy way to move all of the HERRMANN DESIGN folders and contents from Dropbox into our hbdi.com Google Drive.   We are doing that RIGHT NOW (the upload will take about 30 minutes). I will send out a message when it’s done and I share the new Google Drive Folders with you. After we move it to Google Drive, please DO NOT use the Dropbox folder anymore. If you are working in that folder right now, you may have to re-save your files to Google.   I will be doing the same with EACH Dropbox folder I have access to, and will be sending a similar message to each group affiliated with that folder.   Our goal is to not use Dropbox anymore. It’s not secure, and we need to move everything over to Google.   Let Joe know if you have any questions :)",Low-A
"No, have to cancel (sorry!).  I haven’t reviewed the reseller brochure edits yet, but if I find any typos, I’ll send them via Adobe. I got the two model and walk around templates (thank you!!) Just waiting on the other product docs :)",Low-A
"Can you send me any images you have of the thinker journey? I’m creating a PPT presentation and I’d love to add that in.  Also, I need some people with profile visuals to illustrate:  My thinking (person with profile over head) me+you (2 ppl interacting with profiles over head) My team (team… with above) My organization (org… with above)  Do you have anything like that?",Low-A
"Wow Chris, this is coming together so nicely!! I put some feedback below, in line with your email so I could make sure I get to all of your questions.",Low-A
"I don’t think this sits very high in terms of priorities, which is why you might want to let us “take this” and just let us tell you what we need from you. I know Yosuke wants to talk to you about making the forms match your mock ups as much as possible, but that’s a different conversation than what we’re doing, insofar as reengineering the forms and surveys.",Low-A
"Go for it Virlina.  One edit: With the info graphic for symptom, problem, solution... the solution is not the products. The solutions are thinking agility, thinking diversity, etc. then how we do it is thru the products.",Low-A
Thanks. Am about to dive in now.,Low-A
"Happy Friday – a few updates for you:  1. Q4 Email Campaign: We sent the email below to previously inactive contacts who opened our promo #4 email from 2 weeks ago. Since different offers may appeal to different folks, we’re testing the approach of letting them choose which offer (because on these contacts, we have minimal data). 2. The Diversity of Thought White Paper is now available: Please feel free to send the link to any HR/D&I prospects as you see fit. It can also be a great tool to use in your messages w/ LinkedIn Sales Navigator to strike up a conversation w/ prospects in your targeted accounts.  We will be doing a broader marketing push with the White Paper in Q1.  3. We are working on a business summary for the Diversity white paper because this current white paper is very HR-heavy.",Low-A
